ANNEE,MOIS,JOUR,DATE,T2M,T2M_MAX,T2M_MIN,T_SURFACE,LUM_SOL_ATTEINT_SURFACE,INDICE_CIEL_CLAIRE,INFRAROUGE_NUAGE,LUM_PHOTOSYNTHESE_NUAGE,LUM_PHOTOSYNTHESE_CLAIRE,INDICE_RAYONS_UVA,INDICE_RAYONS_UVB,VITESSE_VENT_10M,PRESSION,PRECIPITATION,HUMIDITE_2M
2019,1,3,2019-01-03,7.08,12.8,1.07,6.73,2.76,0.59,271.51,48.38,59.07,5.85,0.08,4.77,97.49,0.58,69.62
2019,1,4,2019-01-04,4.62,10.64,-0.63,3.96,1.87,0.4,290.06,31.98,56.8,4.25,0.06,2.28,97.79,1.16,67.38
2019,1,5,2019-01-05,4.88,11.25,0.12,4.51,3.03,0.65,280.02,53.2,60.99,6.3,0.08,3.88,97.86,0.29,75.94
2019,1,6,2019-01-06,7.54,15.43,2.13,7.15,2.92,0.62,298.55,51.76,56.8,6.09,0.08,4.51,97.54,0.13,79.19
2019,1,7,2019-01-07,7.76,13.49,2.73,7.36,2.53,0.54,299.02,44.34,57.52,5.45,0.07,3.73,97.63,0.37,81.31
2019,1,8,2019-01-08,7.29,13.8,3.13,6.61,2.89,0.61,296.48,50.59,59.3,6.05,0.08,3.54,97.63,0.13,74.75
2019,1,9,2019-01-09,7.27,14.99,1.96,6.93,2.48,0.52,294.49,43.95,59.9,5.51,0.07,5.1,96.63,0.15,75.69
2019,1,10,2019-01-10,6.54,12.58,2.23,6.48,2.6,0.54,300.12,45.35,61.4,5.64,0.08,3.87,96.36,5.52,74.12
2019,1,11,2019-01-11,4.33,8.27,1.33,4.4,2.19,0.45,287.88,37.44,60.53,4.79,0.06,4.13,96.72,5.12,78.31
2019,1,12,2019-01-12,3.94,9.85,0.62,3.77,2.99,0.62,266.45,51.59,60.99,6.12,0.05,5.62,97.32,0.23,77.0
2019,1,13,2019-01-13,6.23,13.86,0.53,5.9,1.93,0.4,313.06,33.3,62.2,4.34,0.05,5.32,97.32,0.26,80.06
2019,1,14,2019-01-14,8.98,18.3,2.96,8.39,3.48,0.71,287.91,62.3,63.88,7.28,0.09,5.82,96.75,0.04,74.44
2019,1,15,2019-01-15,8.51,15.12,4.37,7.84,3.33,0.67,277.24,58.79,64.66,6.93,0.09,4.41,97.09,0.06,74.75
2019,1,16,2019-01-16,6.54,12.59,3.5,5.61,2.65,0.53,304.44,46.66,63.07,5.89,0.08,2.48,97.41,0.0,84.19
2019,1,17,2019-01-17,8.16,14.9,4.58,6.79,3.28,0.66,260.76,57.52,60.85,6.81,0.09,1.73,96.94,0.0,71.75
2019,1,18,2019-01-18,8.3,16.12,2.01,7.3,3.45,0.68,276.84,60.97,64.28,7.21,0.1,2.8,96.78,0.01,55.44
2019,1,19,2019-01-19,7.97,14.9,2.44,7.94,2.99,0.59,298.97,52.39,63.83,6.34,0.09,3.17,96.7,0.07,71.62
2019,1,20,2019-01-20,8.33,15.23,2.13,8.4,3.63,0.71,277.06,63.91,64.95,7.5,0.09,4.03,96.53,0.28,69.31
2019,1,21,2019-01-21,9.49,15.82,4.8,9.37,2.56,0.5,306.31,45.41,66.7,5.75,0.08,4.25,96.18,0.72,73.06
2019,1,22,2019-01-22,6.76,11.02,3.58,6.56,2.13,0.41,293.53,37.03,65.94,4.93,0.08,2.67,96.35,0.78,77.31
2019,1,23,2019-01-23,5.74,11.56,0.65,5.58,3.0,0.57,277.31,52.71,66.28,6.64,0.09,4.88,95.44,0.65,68.62
2019,1,24,2019-01-24,7.08,9.55,4.78,7.01,2.61,0.49,298.21,45.08,67.5,5.78,0.07,10.63,94.63,1.03,61.94
2019,1,25,2019-01-25,6.86,9.99,4.56,6.87,2.64,0.5,282.88,45.06,65.12,5.61,0.06,11.0,95.55,0.48,64.44
2019,1,26,2019-01-26,6.47,12.27,3.18,6.3,3.13,0.59,280.99,54.76,68.18,6.77,0.09,6.55,96.48,0.37,73.88
2019,1,27,2019-01-27,7.75,16.19,1.39,7.45,4.03,0.74,270.35,70.49,72.18,8.38,0.11,5.48,96.5,0.03,69.69
2019,1,28,2019-01-28,7.15,12.1,3.25,7.04,2.45,0.45,295.39,43.15,69.12,5.69,0.08,4.73,96.04,2.22,77.19
2019,1,29,2019-01-29,6.2,11.25,2.37,6.12,3.64,0.66,280.4,63.21,71.49,7.65,0.1,5.93,96.12,0.61,68.5
2019,1,30,2019-01-30,7.7,13.69,3.72,7.05,2.64,0.48,305.12,46.32,71.77,6.04,0.09,4.42,96.12,0.26,67.62
2019,1,31,2019-01-31,8.17,15.64,1.73,7.73,2.84,0.51,299.8,50.86,73.12,6.66,0.09,5.23,96.35,0.0,69.06
2019,2,1,2019-02-01,11.27,18.51,5.89,10.87,3.56,0.62,298.58,63.73,71.63,7.83,0.12,6.0,96.11,0.0,62.56
2019,2,2,2019-02-02,11.22,19.44,5.17,10.84,2.65,0.46,301.09,46.38,66.84,5.8,0.09,4.66,95.51,0.03,43.06
2019,2,3,2019-02-03,6.58,12.02,2.6,7.0,2.55,0.45,288.54,45.51,74.91,5.86,0.09,4.37,96.18,3.8,66.56
2019,2,4,2019-02-04,6.79,10.44,3.62,6.73,2.6,0.45,297.8,45.31,71.3,5.9,0.09,10.09,96.53,1.51,75.56
2019,2,5,2019-02-05,9.17,13.03,6.73,9.12,2.03,0.34,311.2,35.09,69.98,4.6,0.07,13.48,96.78,0.53,69.19
2019,2,6,2019-02-06,8.87,15.7,4.25,8.86,4.26,0.72,268.45,74.23,77.68,8.92,0.12,7.34,97.19,0.05,67.56
2019,2,7,2019-02-07,8.26,16.02,1.76,7.8,4.29,0.72,264.75,74.8,76.52,8.95,0.12,3.91,97.29,0.01,71.5
2019,2,8,2019-02-08,9.65,18.03,2.98,9.2,4.15,0.69,274.77,73.91,78.47,8.95,0.14,2.89,97.37,0.0,69.31
2019,2,9,2019-02-09,9.68,18.69,4.57,10.23,4.5,0.74,264.04,78.43,78.76,9.34,0.12,2.82,97.59,0.02,66.56
2019,2,10,2019-02-10,11.43,21.78,3.73,10.83,4.64,0.76,267.22,80.3,80.55,9.58,0.14,5.14,97.56,0.0,44.38
2019,2,11,2019-02-11,12.29,20.67,6.99,12.45,3.99,0.64,293.19,70.23,80.84,8.7,0.16,4.81,97.32,0.19,52.31
2019,2,12,2019-02-12,8.05,13.63,3.94,8.28,4.25,0.68,275.17,73.99,84.43,9.09,0.15,7.01,97.67,0.29,63.25
2019,2,13,2019-02-13,7.29,15.22,1.96,7.48,4.73,0.75,253.37,83.2,84.46,10.02,0.16,5.56,98.23,0.01,66.94
2019,2,14,2019-02-14,7.8,15.08,2.37,7.58,4.3,0.67,266.7,75.47,84.23,9.3,0.19,4.89,98.36,0.03,72.25
2019,2,15,2019-02-15,9.1,19.09,1.76,8.58,5.02,0.78,247.73,86.96,87.2,10.48,0.21,2.48,97.97,0.0,52.75
2019,2,16,2019-02-16,7.3,14.38,3.12,7.45,4.58,0.7,257.62,80.03,84.3,9.72,0.19,4.8,97.97,0.01,64.62
2019,2,17,2019-02-17,7.33,14.81,1.08,6.97,4.84,0.73,252.87,83.67,84.61,10.11,0.18,2.7,98.01,0.0,63.88
2019,2,18,2019-02-18,7.45,14.65,3.33,7.34,3.97,0.6,266.26,69.51,83.74,8.68,0.13,3.45,97.59,0.0,64.75
2019,2,19,2019-02-19,8.23,16.19,3.47,8.08,4.82,0.72,263.2,85.2,87.06,10.34,0.16,2.02,97.29,0.02,72.62
2019,2,20,2019-02-20,8.91,16.37,4.53,8.96,4.71,0.7,268.94,82.75,86.24,10.05,0.14,2.09,97.4,0.04,73.88
2019,2,21,2019-02-21,8.38,15.7,2.32,8.07,4.21,0.62,278.61,73.74,86.69,9.2,0.12,3.2,97.85,0.0,73.62
2019,2,22,2019-02-22,8.41,17.15,1.84,8.64,4.41,0.64,278.77,76.96,86.83,9.52,0.13,3.66,97.78,0.08,72.56
2019,2,23,2019-02-23,8.89,15.55,4.12,8.94,3.5,0.51,312.98,61.59,85.16,7.7,0.1,8.28,97.23,1.2,66.19
2019,2,24,2019-02-24,6.55,12.02,2.87,6.9,2.68,0.38,293.95,46.23,84.15,6.17,0.09,9.8,97.37,0.53,64.19
2019,2,25,2019-02-25,6.73,13.76,2.19,7.17,4.34,0.62,289.52,75.41,89.3,9.4,0.15,6.22,97.71,0.06,64.75
2019,2,26,2019-02-26,4.31,8.19,1.46,4.01,2.11,0.3,305.91,37.48,92.38,5.23,0.09,2.84,97.56,11.75,82.44
2019,2,27,2019-02-27,6.72,15.06,0.13,6.83,5.2,0.73,260.37,91.91,96.15,11.34,0.17,3.99,97.73,0.01,72.94
2019,2,28,2019-02-28,9.05,17.56,2.51,9.03,5.41,0.75,259.92,95.73,96.12,11.66,0.2,4.7,97.65,0.01,69.0
2019,3,1,2019-03-01,11.18,21.42,3.25,10.97,5.53,0.76,264.48,98.57,98.73,12.06,0.22,3.84,97.31,0.0,58.75
2019,3,2,2019-03-02,11.37,19.98,4.72,11.44,5.23,0.71,272.57,91.95,97.95,11.41,0.21,5.13,97.2,0.0,56.25
2019,3,3,2019-03-03,10.37,20.04,3.26,11.01,5.5,0.74,269.86,97.46,100.34,12.01,0.22,3.83,97.43,0.0,66.62
2019,3,4,2019-03-04,11.26,21.42,2.58,11.88,5.75,0.77,268.37,102.03,102.49,12.56,0.24,2.39,97.35,0.0,52.81
2019,3,5,2019-03-05,14.16,24.26,6.12,14.37,5.8,0.77,276.62,102.59,102.72,12.64,0.25,3.06,97.1,0.0,39.56
2019,3,6,2019-03-06,15.0,24.27,7.86,14.84,5.6,0.73,292.95,100.88,101.2,12.4,0.26,4.66,97.1,0.0,39.69
2019,3,7,2019-03-07,15.7,24.92,9.37,15.01,5.61,0.73,288.91,99.88,102.95,12.47,0.29,4.67,96.93,0.0,29.81
2019,3,8,2019-03-08,14.37,22.42,6.88,13.16,4.52,0.59,304.42,79.81,97.64,10.09,0.2,3.71,96.99,0.0,44.12
2019,3,9,2019-03-09,13.3,21.56,7.3,13.76,4.11,0.52,306.67,72.37,102.54,9.54,0.18,6.0,97.76,0.0,64.19
2019,3,10,2019-03-10,12.67,20.12,6.34,12.92,5.01,0.63,294.7,88.54,104.47,11.23,0.2,4.17,97.86,0.0,47.06
2019,3,11,2019-03-11,13.52,19.48,8.63,13.79,4.43,0.55,311.41,79.55,99.52,10.07,0.21,6.12,97.5,0.0,60.81
2019,3,12,2019-03-12,10.72,18.18,5.48,11.24,6.15,0.77,265.12,109.23,111.05,13.62,0.27,8.01,97.64,0.05,58.12
2019,3,13,2019-03-13,13.33,24.41,3.99,13.48,6.18,0.77,285.2,110.63,110.87,13.77,0.33,3.67,97.22,1.87,51.19
2019,3,14,2019-03-14,10.66,16.15,5.6,11.41,4.44,0.55,305.65,78.74,112.7,10.4,0.23,7.4,97.39,0.37,63.62
2019,3,15,2019-03-15,11.62,20.84,3.54,12.19,5.84,0.71,282.86,105.9,112.91,13.35,0.27,5.39,97.48,0.0,62.62
2019,3,16,2019-03-16,15.53,26.9,5.33,15.18,6.48,0.79,273.85,114.82,114.99,14.36,0.27,2.99,97.41,0.0,47.19
2019,3,17,2019-03-17,16.84,26.87,9.31,16.39,6.45,0.77,286.11,114.93,115.17,14.39,0.28,3.77,96.96,0.0,37.44
2019,3,18,2019-03-18,16.12,24.81,9.47,16.83,5.95,0.71,300.48,107.69,112.58,13.55,0.27,5.15,96.74,0.03,41.0
2019,3,19,2019-03-19,11.51,18.2,6.62,12.71,4.98,0.59,312.89,88.28,108.27,11.32,0.22,6.75,96.87,0.18,61.31
2019,3,20,2019-03-20,9.61,14.68,6.65,10.3,2.0,0.23,328.71,37.71,110.72,5.39,0.11,6.57,96.79,9.59,72.88
2019,3,21,2019-03-21,11.04,15.67,6.76,12.23,3.49,0.41,340.45,63.52,112.7,8.6,0.17,3.15,96.44,9.76,73.44
2019,3,22,2019-03-22,9.69,12.43,7.12,10.05,3.17,0.37,331.54,57.48,105.51,7.52,0.14,3.31,96.95,8.61,82.06
2019,3,23,2019-03-23,9.98,14.55,6.51,10.71,2.45,0.28,325.01,45.09,107.58,6.0,0.12,3.95,97.21,4.61,86.06
2019,3,24,2019-03-24,12.08,19.8,4.93,13.0,5.6,0.64,297.93,99.76,113.65,12.62,0.25,2.8,97.51,0.0,64.56
2019,3,25,2019-03-25,14.58,23.23,6.45,15.37,6.23,0.7,306.08,112.27,116.2,14.12,0.29,3.11,97.09,0.01,52.94
2019,3,26,2019-03-26,15.46,23.78,9.2,15.98,5.43,0.61,330.04,98.58,114.71,12.53,0.25,4.27,96.73,17.52,63.19
2019,3,27,2019-03-27,9.93,15.94,5.88,10.44,2.19,0.24,328.27,40.92,106.86,5.34,0.1,4.63,96.97,9.21,77.12
2019,3,28,2019-03-28,10.39,16.05,6.09,11.05,4.23,0.47,314.98,74.62,117.02,9.77,0.19,5.61,97.34,0.65,74.5
2019,3,29,2019-03-29,10.92,18.5,4.42,12.06,5.82,0.64,293.77,102.93,118.34,13.01,0.25,3.76,97.72,0.05,69.69
2019,3,30,2019-03-30,13.08,21.67,5.12,14.05,6.56,0.72,290.24,116.79,120.47,14.62,0.3,2.09,97.56,0.01,63.44
2019,3,31,2019-03-31,13.51,20.89,8.19,14.09,5.0,0.55,324.86,89.84,117.9,11.76,0.28,3.32,96.87,0.03,60.19
2019,4,1,2019-04-01,11.05,16.2,6.76,12.26,3.08,0.34,341.88,55.96,106.62,7.23,0.17,3.69,96.47,3.63,78.38
2019,4,2,2019-04-02,12.88,21.33,5.08,14.64,6.38,0.69,315.67,115.08,118.24,14.41,0.31,2.41,96.86,0.12,60.62
2019,4,3,2019-04-03,14.69,21.51,8.78,14.95,4.4,0.47,349.37,80.99,120.24,10.68,0.23,5.59,96.43,5.07,67.12
2019,4,4,2019-04-04,16.26,22.62,9.62,16.3,3.79,0.41,364.42,69.98,120.22,9.24,0.2,4.91,95.58,7.93,66.0
2019,4,5,2019-04-05,11.1,14.32,7.13,11.7,3.4,0.36,326.61,62.78,113.47,8.06,0.16,4.07,95.65,7.23,82.88
2019,4,6,2019-04-06,13.23,21.12,5.53,13.97,5.25,0.55,324.76,95.68,126.52,12.58,0.29,3.6,95.97,1.78,68.31
2019,4,7,2019-04-07,12.12,19.26,6.06,12.97,5.91,0.62,303.84,107.21,131.59,13.97,0.3,5.17,96.25,0.36,61.62
2019,4,8,2019-04-08,12.83,20.33,4.73,13.3,6.58,0.69,300.35,118.45,131.91,15.27,0.3,4.18,96.68,0.05,56.0
2019,4,9,2019-04-09,15.76,24.06,7.64,15.94,5.7,0.59,326.81,103.74,127.74,13.47,0.3,4.41,96.55,0.54,56.88
2019,4,10,2019-04-10,15.02,23.54,8.78,15.87,5.82,0.6,323.09,104.89,132.97,13.74,0.3,4.17,96.38,0.49,60.5
2019,4,11,2019-04-11,12.74,18.9,7.72,14.12,6.22,0.64,304.43,111.7,133.14,14.57,0.3,2.81,96.44,0.42,63.25
2019,4,12,2019-04-12,12.99,20.73,6.51,14.34,6.44,0.66,297.31,114.66,130.85,14.64,0.28,4.28,96.62,0.01,56.12
2019,4,13,2019-04-13,12.52,20.64,5.4,13.69,5.55,0.56,296.68,97.81,127.85,12.43,0.23,4.88,96.81,0.01,57.5
2019,4,14,2019-04-14,14.1,23.01,4.67,14.68,7.34,0.74,283.7,129.5,134.35,16.46,0.28,3.77,96.91,0.0,42.0
2019,4,15,2019-04-15,16.8,26.11,8.77,18.0,7.19,0.73,304.66,130.97,135.41,16.67,0.38,5.09,96.85,0.0,45.75
2019,4,16,2019-04-16,17.48,29.27,8.02,18.62,6.84,0.69,318.62,124.73,131.05,15.74,0.38,2.76,96.98,0.0,56.94
2019,4,17,2019-04-17,17.86,27.97,9.94,19.6,7.18,0.71,314.05,129.87,133.64,16.41,0.35,3.27,97.01,0.0,57.62
2019,4,18,2019-04-18,17.11,25.71,9.87,18.72,6.72,0.66,326.44,122.41,127.18,15.3,0.34,4.2,97.0,0.0,61.38
2019,4,19,2019-04-19,15.44,22.08,11.31,16.76,4.92,0.48,343.48,89.16,126.84,11.48,0.27,7.0,97.13,0.0,71.94
2019,4,20,2019-04-20,15.7,22.05,11.71,16.98,3.99,0.39,361.43,72.55,119.76,9.16,0.21,8.06,96.74,0.0,72.5
2019,4,21,2019-04-21,18.87,29.75,12.12,19.59,4.57,0.45,378.38,80.8,99.8,8.92,0.2,4.8,95.76,1.43,61.94
2019,4,22,2019-04-22,19.98,26.87,14.48,20.12,5.59,0.55,362.6,98.38,100.52,11.08,0.24,6.56,95.27,0.0,42.88
2019,4,23,2019-04-23,18.76,26.27,11.66,19.22,7.62,0.74,316.82,138.4,139.09,17.62,0.37,5.62,95.9,0.0,41.69
2019,4,24,2019-04-24,20.23,29.69,13.87,20.15,6.27,0.61,345.53,112.68,122.17,13.88,0.3,4.19,96.43,0.01,40.06
2019,4,25,2019-04-25,19.69,30.3,10.9,21.44,7.05,0.68,340.71,127.01,127.34,15.76,0.32,2.83,96.81,0.0,61.25
2019,4,26,2019-04-26,20.47,29.8,12.79,21.9,6.72,0.64,345.74,123.33,128.91,15.36,0.34,4.58,97.04,0.02,59.19
2019,4,27,2019-04-27,16.87,24.41,11.01,18.5,7.87,0.75,305.43,143.05,145.87,18.43,0.42,6.48,97.39,0.0,48.06
2019,4,28,2019-04-28,15.93,24.94,7.0,17.79,8.11,0.77,291.37,147.16,147.47,18.91,0.41,4.25,97.31,0.01,55.44
2019,4,29,2019-04-29,19.26,28.6,10.1,20.92,7.43,0.7,320.91,136.33,146.53,17.77,0.43,2.69,96.89,0.84,52.0
2019,4,30,2019-04-30,15.89,21.64,11.38,17.51,5.24,0.49,350.3,96.53,136.41,12.67,0.3,2.2,96.82,8.45,71.0
2019,5,1,2019-05-01,16.83,24.8,10.47,19.72,8.04,0.76,302.1,144.98,146.37,18.59,0.41,2.32,96.77,0.19,61.06
2019,5,2,2019-05-02,17.17,26.63,9.33,18.62,6.67,0.62,336.12,122.41,140.91,15.88,0.38,3.91,96.78,0.07,59.81
2019,5,3,2019-05-03,19.83,30.71,11.84,20.45,4.13,0.38,367.13,76.89,123.23,9.38,0.21,3.65,95.88,2.88,61.12
2019,5,4,2019-05-04,17.11,23.54,11.46,18.4,4.93,0.46,350.69,90.52,138.95,11.95,0.27,7.79,95.79,0.26,63.19
2019,5,5,2019-05-05,16.6,25.33,8.2,18.48,7.68,0.71,305.46,137.7,148.98,17.88,0.38,4.94,96.48,0.01,55.12
2019,5,6,2019-05-06,15.86,25.11,6.6,17.54,8.39,0.77,282.39,150.73,151.69,19.43,0.42,4.22,97.0,0.0,49.38
2019,5,7,2019-05-07,17.48,29.16,8.11,19.66,8.13,0.75,304.41,148.35,148.7,18.94,0.43,1.91,97.21,0.0,54.38
2019,5,8,2019-05-08,19.89,30.64,9.92,21.19,7.66,0.7,331.96,139.78,146.76,17.81,0.39,4.19,96.96,0.0,54.0
2019,5,9,2019-05-09,25.0,35.75,16.09,26.3,7.38,0.68,351.57,135.59,145.2,17.45,0.39,3.34,96.49,0.0,36.5
2019,5,10,2019-05-10,24.45,33.39,15.68,26.63,7.66,0.7,359.62,143.52,147.26,18.42,0.4,2.09,96.78,0.0,49.0
2019,5,11,2019-05-11,24.37,33.87,15.83,26.12,7.31,0.66,374.86,136.58,149.06,17.78,0.41,2.88,96.88,0.16,44.88
2019,5,12,2019-05-12,19.74,26.95,12.01,21.37,7.53,0.69,332.32,136.6,148.86,17.64,0.4,7.83,96.84,0.12,49.06
2019,5,13,2019-05-13,15.75,22.44,10.14,17.48,6.38,0.58,323.2,115.36,144.57,14.86,0.3,7.89,96.63,0.17,50.12
2019,5,14,2019-05-14,16.08,21.61,10.52,17.91,4.27,0.38,352.41,77.49,149.41,10.69,0.23,4.84,96.66,2.49,61.75
2019,5,15,2019-05-15,18.44,27.02,8.94,20.01,8.32,0.75,312.91,152.09,155.07,19.73,0.41,4.04,96.44,0.01,52.62
2019,5,16,2019-05-16,18.05,26.21,10.78,19.71,8.52,0.77,294.02,153.23,153.9,19.74,0.42,5.77,96.35,0.0,43.94
2019,5,17,2019-05-17,21.05,31.73,11.2,21.78,7.13,0.64,341.53,128.55,140.63,16.16,0.35,6.21,96.06,0.0,49.0
2019,5,18,2019-05-18,20.48,29.12,13.01,23.12,7.39,0.66,346.53,135.26,148.46,17.48,0.42,3.8,95.95,0.0,45.62
2019,5,19,2019-05-19,19.18,26.75,12.23,20.6,5.19,0.46,359.34,94.49,144.77,12.55,0.3,3.1,96.27,0.15,49.62
2019,5,20,2019-05-20,17.73,24.69,11.45,20.05,6.91,0.62,327.12,123.71,150.85,16.15,0.36,2.03,96.63,0.0,55.5
2019,5,21,2019-05-21,17.65,24.27,12.11,18.65,6.05,0.54,337.1,108.88,141.05,13.91,0.32,3.01,96.93,0.03,61.12
2019,5,22,2019-05-22,18.19,25.54,12.12,20.48,5.17,0.46,372.98,96.19,146.05,12.67,0.3,1.9,97.0,3.25,65.0
2019,5,23,2019-05-23,20.84,29.3,13.33,23.76,7.67,0.68,349.12,141.55,152.35,18.26,0.4,1.62,97.04,0.03,53.31
2019,5,24,2019-05-24,19.55,27.38,13.7,21.14,4.6,0.41,371.61,86.21,146.66,11.38,0.27,3.48,96.76,5.09,65.31
2019,5,25,2019-05-25,18.58,24.99,14.2,20.04,2.29,0.2,382.3,45.09,136.42,5.76,0.14,2.9,96.2,13.56,69.0
2019,5,26,2019-05-26,17.8,23.73,13.73,19.06,3.79,0.34,363.71,71.21,141.11,9.66,0.22,6.68,96.08,0.79,63.12
2019,5,27,2019-05-27,17.74,23.03,11.65,18.95,4.27,0.38,351.2,78.69,150.08,10.82,0.24,5.66,96.35,0.37,59.56
2019,5,28,2019-05-28,20.95,29.18,11.74,22.48,7.65,0.67,344.97,141.06,155.24,18.32,0.4,3.38,96.66,0.0,47.62
2019,5,29,2019-05-29,22.89,31.26,15.64,24.83,6.27,0.55,371.65,116.39,152.44,15.45,0.36,3.73,96.82,0.05,44.06
2019,5,30,2019-05-30,19.05,26.35,12.66,21.21,7.08,0.62,341.91,130.15,151.91,16.88,0.38,5.16,97.35,0.01,51.5
2019,5,31,2019-05-31,18.0,25.03,10.4,20.5,8.07,0.71,326.05,147.4,158.38,19.23,0.42,4.43,97.37,0.0,53.75
2019,6,1,2019-06-01,18.69,25.78,11.23,20.62,7.71,0.67,332.54,142.19,157.02,18.46,0.4,4.56,97.27,0.0,57.75
2019,6,2,2019-06-02,19.72,27.94,11.05,22.08,8.62,0.76,316.38,156.6,157.7,20.11,0.44,2.88,97.21,0.0,48.25
2019,6,3,2019-06-03,22.73,32.29,13.04,24.88,8.48,0.74,335.85,156.75,157.37,20.11,0.46,2.97,97.06,0.0,41.19
2019,6,4,2019-06-04,25.08,33.91,15.31,26.55,8.12,0.71,355.8,149.98,153.35,19.19,0.45,4.03,96.75,0.0,39.62
2019,6,5,2019-06-05,27.55,36.4,18.19,28.22,8.11,0.71,364.59,149.02,155.43,19.36,0.45,4.28,96.41,0.08,31.69
2019,6,6,2019-06-06,25.21,32.11,18.19,26.87,5.3,0.46,388.79,98.59,149.47,13.02,0.34,3.99,96.79,0.21,43.88
2019,6,7,2019-06-07,27.3,37.19,18.19,28.78,8.23,0.72,364.17,151.41,151.74,19.27,0.46,3.12,97.0,0.0,40.94
2019,6,8,2019-06-08,27.79,36.71,19.86,28.76,8.11,0.7,373.96,149.85,152.8,19.07,0.47,5.04,97.27,0.0,32.81
2019,6,9,2019-06-09,28.14,38.0,19.81,28.67,8.19,0.71,370.05,151.69,153.4,19.43,0.48,4.84,97.1,0.18,31.06
2019,6,10,2019-06-10,28.04,38.55,19.18,28.93,6.39,0.55,400.35,117.45,143.48,14.83,0.38,4.16,96.44,0.0,34.0
2019,6,11,2019-06-11,27.02,37.98,18.29,27.8,5.76,0.5,416.25,102.76,123.23,11.7,0.27,6.01,96.02,0.0,43.38
2019,6,12,2019-06-12,25.22,34.65,16.39,27.55,7.82,0.68,380.11,145.14,147.44,18.47,0.43,5.76,96.4,0.0,51.12
2019,6,13,2019-06-13,26.58,36.16,17.61,28.93,7.75,0.67,386.79,143.41,146.6,18.16,0.44,3.21,96.74,0.0,48.12
2019,6,14,2019-06-14,27.06,38.2,20.44,27.89,4.44,0.38,422.27,82.26,137.99,10.2,0.26,3.14,96.82,0.17,48.62
2019,6,15,2019-06-15,26.95,35.05,19.84,28.91,7.73,0.67,378.31,143.19,145.61,18.07,0.46,4.24,96.88,0.0,44.88
2019,6,16,2019-06-16,27.04,34.94,19.85,29.08,8.11,0.7,378.7,151.94,153.35,19.52,0.48,4.45,96.82,0.0,44.44
2019,6,17,2019-06-17,24.4,29.62,20.55,25.49,6.96,0.6,375.52,128.86,146.23,16.38,0.4,4.75,96.7,0.03,45.44
2019,6,18,2019-06-18,25.96,34.78,17.47,28.31,8.63,0.75,350.84,159.22,159.82,20.59,0.48,4.16,96.82,0.0,36.81
2019,6,19,2019-06-19,29.59,40.19,19.75,31.29,7.96,0.69,384.08,148.85,153.91,19.12,0.48,3.95,96.75,0.01,34.12
2019,6,20,2019-06-20,29.62,37.27,23.83,30.41,5.43,0.47,410.89,101.5,148.2,13.17,0.34,3.49,96.74,0.19,36.81
2019,6,21,2019-06-21,31.95,41.97,22.26,33.44,7.24,0.62,412.99,135.09,151.76,17.44,0.45,4.14,96.73,0.0,33.69
2019,6,22,2019-06-22,32.03,42.13,22.66,33.25,7.98,0.7,396.52,149.65,150.52,19.01,0.47,4.71,96.72,0.0,30.44
2019,6,23,2019-06-23,32.01,41.87,22.62,32.98,8.09,0.7,393.15,150.1,150.41,19.07,0.47,3.87,96.74,0.0,26.81
2019,6,24,2019-06-24,34.21,42.6,25.49,34.33,8.28,0.72,393.1,153.11,154.34,19.58,0.5,3.18,96.84,0.0,19.62
2019,6,25,2019-06-25,32.33,42.65,22.65,34.97,8.2,0.71,389.31,151.44,153.45,19.34,0.48,2.38,97.05,0.0,30.88
2019,6,26,2019-06-26,29.86,38.73,22.42,32.59,8.31,0.72,382.21,155.98,157.67,20.08,0.5,3.68,97.13,0.0,37.5
2019,6,27,2019-06-27,28.12,34.81,20.97,31.22,8.16,0.71,382.8,153.8,156.26,19.7,0.48,3.8,97.03,0.0,42.06
2019,6,28,2019-06-28,28.5,35.19,21.25,31.27,8.08,0.7,380.9,151.18,157.13,19.46,0.46,3.8,96.86,0.0,41.25
2019,6,29,2019-06-29,30.65,38.4,22.47,33.61,8.34,0.73,383.41,156.19,157.41,20.08,0.49,2.43,96.81,0.0,35.0
2019,6,30,2019-06-30,30.18,37.28,23.38,33.22,8.4,0.73,375.39,156.98,157.73,20.26,0.52,3.16,96.92,0.0,39.0
2019,7,1,2019-07-01,27.87,34.77,21.27,31.12,8.18,0.71,370.32,151.29,154.08,19.33,0.45,3.93,96.96,0.0,48.69
2019,7,2,2019-07-02,27.52,35.53,20.69,31.13,8.38,0.73,364.77,155.16,155.92,19.91,0.46,3.31,96.77,0.01,50.69
2019,7,3,2019-07-03,28.96,37.62,21.08,32.2,8.06,0.7,379.59,150.8,153.33,19.33,0.45,3.56,96.77,0.05,41.44
2019,7,4,2019-07-04,30.55,38.81,22.56,32.87,7.6,0.66,406.14,143.32,145.86,18.09,0.45,4.66,96.89,0.0,31.88
2019,7,5,2019-07-05,33.06,41.52,25.53,35.14,7.94,0.7,401.61,148.45,149.35,18.87,0.48,3.31,96.91,0.0,30.5
2019,7,6,2019-07-06,33.37,42.1,25.23,35.54,7.9,0.69,402.63,147.99,150.2,18.82,0.48,2.74,96.84,0.0,29.81
2019,7,7,2019-07-07,34.01,41.78,26.38,35.58,7.57,0.66,416.3,141.0,151.16,18.21,0.48,3.8,96.78,0.0,27.0
